id,user_id,num_people,house_type,season,bi_monthly_kwh,monthly_kwh,estimated_bill,num_fans,num_led,num_cfl,num_tube,selected_appliances,appliance_usage,ai_results,source,updated_at,fan_hours,led_hours,tv_hours,pump_hours,mixer_hours,fridge_hours,iron_hours,total_units_estimated,final_breakdown,bill_estimate
100d0be5-a4db-4cfd-8bea-6e0fbb8ab434,c06d901d-8e3d-4a8c-a29f-0b8051e57448,3,independent,monsoon,150,75,547,2,8,5,5,"[""air_conditioner"", ""refrigerator"", ""led_lights"", ""mixer"", ""pump"", ""iron"", ""tv"", ""fans"", ""laptop""]","{""ac_star"": ""5-star"", ""history"": [{""kwh"": 150, ""bill"": 547, ""date"": ""2026-01-28T15:00:30.721Z"", ""mode"": ""Standard""}, {""kwh"": 150, ""bill"": 547, ""date"": ""2026-01-28T16:51:25.607Z"", ""mode"": ""Standard"", ""metrics"": {""model"": ""Hybrid AI-Physics"", ""accuracy"": ""High Accuracy"", ""confidence"": ""98.2""}, ""breakdown"": [{""id"": ""fridge"", ""kwh"": 72.8216602842972, ""cost"": 266, ""name"": ""Refrigerator"", ""percentage"": 48.547773522864794, ""uncertainty"": 26.846060284297188}, {""id"": ""ceiling_fan"", ""kwh"": 20.698907592605483, ""cost"": 75, ""name"": ""Ceiling Fans"", ""percentage"": 13.799271728403657, ""uncertainty"": 4.498907592605482}, {""id"": ""led_light"", ""kwh"": 17.02434919734243, ""cost"": 62, ""name"": ""Led Light"", ""percentage"": 11.349566131561621, ""uncertainty"": 3.4163491973424307}, {""id"": ""system_overhead"", ""kwh"": 14.769486851592065, ""cost"": 54, ""name"": ""System & Unaccounted Load"", ""percentage"": 9.846324567728043, ""uncertainty"": 0}, {""id"": ""ac"", ""kwh"": 8.362727527569561, ""cost"": 30, ""name"": ""Air Conditioner"", ""percentage"": 5.575151685046374, ""uncertainty"": 1.298193564900641}, {""id"": ""television"", ""kwh"": 6.990315241688193, ""cost"": 25, ""name"": ""Television"", ""percentage"": 4.660210161125462, ""uncertainty"": 1.0280519064600524}, {""id"": ""water_pump"", ""kwh"": 4.054124030514941, ""cost"": 15, ""name"": ""Water Pump"", ""percentage"": 2.702749353676627, ""uncertainty"": 0.5209518039344561}, {""id"": ""mixer_grinder"", ""kwh"": 3.828065469234539, ""cost"": 14, ""name"": ""Mixer Grinder"", ""percentage"": 2.5520436461563594, ""uncertainty"": 0.4463154692345385}, {""id"": ""iron"", ""kwh"": 1.450363805155605, ""cost"": 5, ""name"": ""Iron"", ""percentage"": 0.96690920343707, ""uncertainty"": 0.15436380515560505}]}], ""num_cfl"": 5, ""num_led"": 8, ""pump_hp"": ""1.0"", ""tv_size"": ""43"", ""tv_type"": ""LED"", ""ac_hours"": 0.25, ""fan_type"": ""standard"", ""num_fans"": 2, ""num_tube"": 5, ""tv_hours"": 2, ""fan_hours"": 8, ""led_hours"": 7, ""ac_pattern"": ""rare"", ""ac_tonnage"": ""1.0"", ""fridge_age"": ""5-10"", ""iron_hours"": 0.048, ""pump_hours"": 0.21, ""tv_pattern"": ""light"", ""ac_category"": ""Rare / Occasional"", ""fridge_star"": ""5-star"", ""fridge_type"": ""direct"", ""mixer_hours"": 0.167, ""tv_category"": ""Light"", ""ac_age_years"": ""6-10"", ""ac_avg_hours"": 0.5, ""ac_max_hours"": 1, ""ac_min_hours"": 0, ""laptop_hours"": 1.5, ""pump_pattern"": ""rare"", ""tv_avg_hours"": 2, ""tv_max_hours"": 3, ""tv_min_hours"": 1, ""iron_duration"": ""20"", ""location_type"": ""rural"", ""pump_category"": ""Rare / Occasional"", ""iron_frequency"": ""weekly"", ""laptop_pattern"": ""light"", ""mixer_duration"": ""10"", ""pump_avg_hours"": 0.21, ""pump_max_hours"": 0.25, ""pump_min_hours"": 0.17, ""fridge_capacity"": ""215L"", ""laptop_category"": ""Light"", ""microwave_hours"": 0.018, ""mixer_frequency"": ""daily"", ""laptop_avg_hours"": 1.5, ""laptop_max_hours"": 2, ""laptop_min_hours"": 1, ""microwave_duration"": ""15"", ""refrigerator_hours"": 24, ""microwave_frequency"": ""rarely"", ""food_processor_hours"": 0.048, ""refrigerator_pattern"": ""always"", ""refrigerator_category"": ""Always ON"", ""refrigerator_avg_hours"": 24, ""refrigerator_max_hours"": 24, ""refrigerator_min_hours"": 24, ""food_processor_duration"": ""20"", ""food_processor_frequency"": ""weekly""}","{""ac"": {""status"": ""success"", ""details"": {""season"": ""monsoon"", ""ac_hours"": 0.25, ""ac_tonnage"": 1, ""n_occupants"": 3, ""num_ac_units"": 1, ""location_type"": ""urban"", ""ac_star_rating"": 3, ""total_kwh_monthly"": 150}, ""insights"": {""mode"": ""detailed"", ""source"": ""AI_Pure"", ""base_watts"": 1440.0, ""real_watts"": 1453.6844034537714, ""predicted_hours"": 1.2451120615005493, ""efficiency_score"": 0.9905864000320435, ""correction_reason"": null, ""detailed_breakdown"": {""ai_raw"": {""predicted_hours"": 1.2451120615005493, ""predicted_watts"": 1453.6844034537714, ""predicted_efficiency"": 0.9905864000320435}, ""physics_validated"": {""reason"": null, ""corrected"": false, ""final_hours"": 1.2451120615005493, ""final_watts"": 1453.6844034537714, ""rule_version"": ""v1.0"", ""correction_ratio"": 0.0, ""final_efficiency"": 0.9905864000320435}}}, ""prediction"": 54.29999953066565, ""physics_scaled_kwh"": 36.199999687110434}, ""iron"": {""status"": ""success"", ""details"": {""season"": ""monsoon"", ""n_occupants"": 3, ""location_type"": ""urban""}, ""insights"": {""mode"": ""detailed"", ""source"": ""AI_Pure"", ""base_watts"": 1200, ""real_watts"": 1185.9584105802971, ""predicted_hours"": 0.10426032543182373, ""efficiency_score"": 1.0118398666381836, ""correction_reason"": null, ""detailed_breakdown"": {""ai_raw"": {""predicted_hours"": 0.10426032543182373, ""predicted_watts"": 1185.9584105802971, ""predicted_efficiency"": 1.0118398666381836}, ""physics_validated"": {""reason"": null, ""corrected"": false, ""final_hours"": 0.10426032543182373, ""final_watts"": 1185.9584105802971, ""rule_version"": ""v1.0"", ""correction_ratio"": 0.0, ""final_efficiency"": 1.0118398666381836}}}, ""prediction"": 3.709452295071306, ""physics_scaled_kwh"": 3.709452295071306}, ""_meta"": {""diff"": -53.39645564068505, ""bill_input"": 150.0, ""ai_raw_total"": 220.71594297380975, ""physics_total_kwh"": 203.39645564068505}, ""fridge"": {""status"": ""success"", ""details"": {""season"": ""monsoon"", ""fridge_age"": ""5-10"", ""num_fridge"": 1, ""fridge_type"": ""direct"", ""n_occupants"": 3, ""fridge_hours"": 24, ""location_type"": ""urban"", ""fridge_capacity"": ""215L"", ""total_kwh_monthly"": 150, ""fridge_star_rating"": 3}, ""insights"": {""mode"": ""detailed"", ""source"": ""AI_Pure"", ""base_watts"": 165.0, ""real_watts"": 165.0, ""predicted_hours"": 24.0, ""efficiency_score"": 1.0, ""correction_reason"": null, ""detailed_breakdown"": {""ai_raw"": {""predicted_hours"": 24.0, ""predicted_watts"": 165.0, ""predicted_efficiency"": 1.0}, ""physics_validated"": {""reason"": null, ""corrected"": false, ""final_hours"": 24.0, ""final_watts"": 165.0, ""rule_version"": ""v1.0"", ""correction_ratio"": 0.0, ""final_efficiency"": 1.0}}}, ""prediction"": 118.8, ""physics_scaled_kwh"": 118.8}, ""led_light"": {""status"": ""success"", ""details"": {""count"": 1, ""season"": ""monsoon"", ""num_units"": 1, ""n_occupants"": 3, ""location_type"": ""urban"", ""num_led_lights"": 1, ""led_lights_hours"": 0, ""total_kwh_monthly"": 150}, ""insights"": {""mode"": ""detailed"", ""source"": ""AI_Pure"", ""base_watts"": 10, ""real_watts"": 10, ""predicted_hours"": 1.0, ""efficiency_score"": 1.0, ""correction_reason"": ""Unknown Appliance"", ""detailed_breakdown"": {""ai_raw"": {""predicted_hours"": 1.0, ""predicted_watts"": 10, ""predicted_efficiency"": 1.0}, ""physics_validated"": {""reason"": ""Unknown Appliance"", ""corrected"": false, ""final_hours"": 1.0, ""final_watts"": 10, ""correction_ratio"": 0.0, ""final_efficiency"": 1.0}}}, ""prediction"": 0.3, ""physics_scaled_kwh"": 0.3}, ""television"": {""status"": ""success"", ""details"": {""season"": ""monsoon"", ""tv_size"": 43, ""tv_type"": ""LED"", ""n_occupants"": 3, ""location_type"": ""urban"", ""num_televisions"": 1, ""television_type"": ""LED"", ""television_hours"": 0, ""total_kwh_monthly"": 150}, ""insights"": {""mode"": ""detailed"", ""source"": ""AI_Pure"", ""base_watts"": 107.5, ""real_watts"": 106.28227684590652, ""predicted_hours"": 3.26389741897583, ""efficiency_score"": 1.0114574432373047, ""correction_reason"": null, ""detailed_breakdown"": {""ai_raw"": {""predicted_hours"": 3.26389741897583, ""predicted_watts"": 106.28227684590652, ""predicted_efficiency"": 1.0114574432373047}, ""physics_validated"": {""reason"": null, ""corrected"": false, ""final_hours"": 3.26389741897583, ""final_watts"": 106.28227684590652, ""rule_version"": ""v1.0"", ""correction_ratio"": 0.0, ""final_efficiency"": 1.0114574432373047}}}, ""prediction"": 10.406833472406868, ""physics_scaled_kwh"": 11.187345982837384}, ""water_pump"": {""status"": ""success"", ""details"": {""season"": ""monsoon"", ""n_occupants"": 3, ""location_type"": ""urban"", ""water_pump_hp"": 1.0, ""water_pump_hours"": 0.0, ""water_pump_usage_hours_per_day"": null}, ""insights"": {""mode"": ""detailed"", ""source"": ""AI_Pure"", ""base_watts"": 746.0, ""real_watts"": 837.0725392683219, ""predicted_hours"": 0.391147255897522, ""efficiency_score"": 0.8912011384963989, ""correction_reason"": null, ""detailed_breakdown"": {""ai_raw"": {""predicted_hours"": 0.391147255897522, ""predicted_watts"": 837.0725392683219, ""predicted_efficiency"": 0.8912011384963989}, ""physics_validated"": {""reason"": null, ""corrected"": false, ""final_hours"": 0.391147255897522, ""final_watts"": 837.0725392683219, ""rule_version"": ""v1.0"", ""correction_ratio"": 0.0, ""final_efficiency"": 0.8912011384963989}}}, ""prediction"": 9.822558801659245, ""physics_scaled_kwh"": 9.822558801659245}, ""ceiling_fan"": {""status"": ""success"", ""details"": {""season"": ""monsoon"", ""fan_size"": 1200, ""fan_type"": ""standard"", ""n_occupants"": 3, ""location_type"": ""urban"", ""ceiling_fan_age"": 5, ""ceiling_fan_type"": ""standard"", ""num_ceiling_fans"": 1, ""ceiling_fan_hours"": 0, ""total_kwh_monthly"": 150}, ""insights"": {""mode"": ""detailed"", ""source"": ""AI_Pure"", ""base_watts"": 75, ""real_watts"": 76.08891417342662, ""predicted_hours"": 8.291017532348633, ""efficiency_score"": 0.9856889247894287, ""correction_reason"": null, ""detailed_breakdown"": {""ai_raw"": {""predicted_hours"": 8.291017532348633, ""predicted_watts"": 76.08891417342662, ""predicted_efficiency"": 0.9856889247894287}, ""physics_validated"": {""reason"": null, ""corrected"": false, ""final_hours"": 8.291017532348633, ""final_watts"": 76.08891417342662, ""rule_version"": ""v1.0"", ""correction_ratio"": 0.0, ""final_efficiency"": 0.9856889247894287}}}, ""prediction"": 18.925635642877513, ""physics_scaled_kwh"": 18.925635642877513}, ""mixer_grinder"": {""status"": ""success"", ""details"": {""season"": ""monsoon"", ""n_occupants"": 3, ""location_type"": ""urban""}, ""insights"": {""mode"": ""detailed"", ""source"": ""AI_Pure"", ""base_watts"": 500, ""real_watts"": 496.09662703582694, ""predicted_hours"": 0.2990992069244385, ""efficiency_score"": 1.0078681707382202, ""correction_reason"": null, ""detailed_breakdown"": {""ai_raw"": {""predicted_hours"": 0.2990992069244385, ""predicted_watts"": 496.09662703582694, ""predicted_efficiency"": 1.0078681707382202}, ""physics_validated"": {""reason"": null, ""corrected"": false, ""final_hours"": 0.2990992069244385, ""final_watts"": 496.09662703582694, ""rule_version"": ""v1.0"", ""correction_ratio"": 0.0, ""final_efficiency"": 1.0078681707382202}}}, ""prediction"": 4.451463231129144, ""physics_scaled_kwh"": 4.451463231129144}}",app,2026-02-07 17:41:37.256,8,7,2,0.21,0.167,22,0.048,,"{""metrics"": {""model"": ""Hybrid AI-Physics"", ""accuracy"": ""High Accuracy"", ""confidence"": ""97.3""}, ""rawTotal"": 117.8786116454659, ""anomalies"": {""laptop"": {""type"": ""Health"", ""status"": ""efficiency_critical"", ""message"": ""CRITICAL: laptop is consuming 25% more power than rated! Check for service.""}, ""television"": {""type"": ""Health"", ""status"": ""efficiency_critical"", ""message"": ""CRITICAL: television is consuming 25% more power than rated! Check for service.""}}, ""breakdown"": [{""id"": ""ceiling_fan"", ""kwh"": 45.0107372245659, ""cost"": 164, ""name"": ""Ceiling Fans"", ""percentage"": 30.007158149710598, ""uncertainty"": 12.610737224565897}, {""id"": ""fridge"", ""kwh"": 44.64919783775073, ""cost"": 163, ""name"": ""Refrigerator"", ""percentage"": 29.76613189183382, ""uncertainty"": 12.466277837750727}, {""id"": ""led_light"", ""kwh"": 16.709494046413422, ""cost"": 61, ""name"": ""Led Light"", ""percentage"": 11.139662697608948, ""uncertainty"": 3.101494046413424}, {""id"": ""system_overhead"", ""kwh"": 11.242485924086935, ""cost"": 41, ""name"": ""System & Unaccounted Load"", ""percentage"": 7.494990616057957, ""uncertainty"": 0}, {""id"": ""ac"", ""kwh"": 10.476105289949137, ""cost"": 38, ""name"": ""Air Conditioner"", ""percentage"": 6.9840701932994245, ""uncertainty"": 1.6494798528086712}, {""id"": ""television"", ""kwh"": 7.971092627697486, ""cost"": 29, ""name"": ""Television"", ""percentage"": 5.314061751798324, ""uncertainty"": 1.1559208260348564}, {""id"": ""water_pump"", ""kwh"": 5.072209134672134, ""cost"": 18, ""name"": ""Water Pump"", ""percentage"": 3.3814727564480895, ""uncertainty"": 0.6577653774859596}, {""id"": ""mixer_grinder"", ""kwh"": 3.816398543075606, ""cost"": 14, ""name"": ""Mixer Grinder"", ""percentage"": 2.5442656953837375, ""uncertainty"": 0.4346485430756059}, {""id"": ""laptop"", ""kwh"": 3.6036290640530715, ""cost"": 13, ""name"": ""Laptop"", ""percentage"": 2.402419376035381, ""uncertainty"": 0.4377895791230331}, {""id"": ""iron"", ""kwh"": 1.4486503077355832, ""cost"": 5, ""name"": ""Iron"", ""percentage"": 0.9657668718237221, ""uncertainty"": 0.15265030773558325}], ""totalUsage"": 150, ""predictions"": {""ac"": 9.807361596822739, ""iron"": 1.44, ""fridge"": 35.7588, ""laptop"": 3.5175994277000426, ""led_light"": 15.12, ""television"": 7.572413112958477, ""water_pump"": 4.904937507984638, ""ceiling_fan"": 36, ""mixer_grinder"": 3.7575000000000003}, ""billEstimate"": 547, ""uncertainties"": {""ac"": 0.9807361596822739, ""iron"": 0.144, ""fridge"": 3.57588, ""laptop"": 0.3517599427700043, ""led_light"": 1.512, ""television"": 0.7572413112958478, ""water_pump"": 0.4904937507984638, ""ceiling_fan"": 3.6, ""mixer_grinder"": 0.37575000000000003}}",
1cc49f3d-1a2e-46c6-a866-9f908add0df3,60a37d9e-3ebf-42d2-8de2-60a2fb918d95,4,Apartment,Monsoon (June - September),375600,187800,3354110,,,,,[],{},,app,2025-12-10 15:49:38.998,,,,,,,,,,
1fde9237-0209-47c7-ad9e-bc70c1fd8c97,e27619ae-5932-4407-b116-4031e22eff80,4,independent,winter,250,125,1017.5,3,15,5,5,"[""air_conditioner"", ""refrigerator"", ""mixer"", ""tv"", ""desktop"", ""laptop"", ""pump"", ""iron"", ""fans"", ""led_lights""]","{""history"": [{""kwh"": 250, ""bill"": 1017, ""date"": ""2025-12-18T15:12:19.803Z"", ""mode"": ""Standard""}], ""num_cfl"": 5, ""num_led"": 15, ""num_fans"": 3, ""num_tube"": 5}",,app,2025-12-18 15:12:19.803,,,,,,,,,"{""metrics"": {""model"": ""Hybrid AI-Physics"", ""accuracy"": ""High Accuracy"", ""confidence"": ""97.1""}, ""rawTotal"": 491.0014641845226, ""anomalies"": {}, ""breakdown"": [{""id"": ""ac"", ""kwh"": 165.73566563422202, ""cost"": 675, ""name"": ""Air Conditioner"", ""percentage"": 66.2942662536888, ""uncertainty"": 16.5735665634222}, {""id"": ""fridge"", ""kwh"": 26.3377524168443, ""cost"": 107, ""name"": ""Refrigerator"", ""percentage"": 10.535100966737721, ""uncertainty"": 2.63377524168443}, {""id"": ""desktop"", ""kwh"": 14.47158856223111, ""cost"": 59, ""name"": ""Desktop"", ""percentage"": 5.788635424892444, ""uncertainty"": 1.447158856223111}, {""id"": ""system_overhead"", ""kwh"": 12.5, ""cost"": 51, ""name"": ""System & Unaccounted Load"", ""percentage"": 5, ""uncertainty"": 0}, {""id"": ""led_light"", ""kwh"": 9.819597563308395, ""cost"": 40, ""name"": ""Led Light"", ""percentage"": 3.927839025323358, ""uncertainty"": 0.9819597563308397}, {""id"": ""mixer_grinder"", ""kwh"": 5.441684383645516, ""cost"": 22, ""name"": ""Mixer Grinder"", ""percentage"": 2.1766737534582066, ""uncertainty"": 0.5441684383645516}, {""id"": ""water_pump"", ""kwh"": 4.383544265222177, ""cost"": 18, ""name"": ""Water Pump"", ""percentage"": 1.753417706088871, ""uncertainty"": 0.4383544265222178}, {""id"": ""laptop"", ""kwh"": 3.465979135501469, ""cost"": 14, ""name"": ""Laptop"", ""percentage"": 1.3863916542005876, ""uncertainty"": 0.34659791355014696}, {""id"": ""ceiling_fan"", ""kwh"": 3.2650106301873096, ""cost"": 13, ""name"": ""Ceiling Fans"", ""percentage"": 1.3060042520749238, ""uncertainty"": 0.326501063018731}, {""id"": ""iron"", ""kwh"": 2.9022316712776086, ""cost"": 12, ""name"": ""Iron"", ""percentage"": 1.1608926685110434, ""uncertainty"": 0.2902231671277609}, {""id"": ""television"", ""kwh"": 1.6769457375600931, ""cost"": 7, ""name"": ""Television"", ""percentage"": 0.6707782950240372, ""uncertainty"": 0.16769457375600935}], ""totalUsage"": 250, ""predictions"": {""ac"": 342.6377031326294, ""iron"": 6, ""fridge"": 54.45, ""laptop"": 7.165477180480957, ""desktop"": 29.91819441318512, ""led_light"": 20.300786447525024, ""television"": 3.466875, ""water_pump"": 9.062428010702133, ""ceiling_fan"": 6.75, ""mixer_grinder"": 11.25}, ""billEstimate"": 1017.5, ""uncertainties"": {""ac"": 34.26377031326294, ""iron"": 0.6000000000000001, ""fridge"": 5.445, ""laptop"": 0.7165477180480958, ""desktop"": 2.991819441318512, ""led_light"": 2.0300786447525025, ""television"": 0.34668750000000004, ""water_pump"": 0.9062428010702134, ""ceiling_fan"": 0.675, ""mixer_grinder"": 1.125}}",
24e87163-bade-42f9-9eff-a221a4e04f5d,539d1d25-54dd-4228-96e8-8be3de3229c7,4,,,300,,0,2,7,1,1,"[""fans"", ""led_lights"", ""mixer"", ""toaster"", ""coffee_maker"", ""food_processor"", ""rice_cooker"", ""air_conditioner"", ""washing_machine"", ""microwave"", ""induction"", ""refrigerator"", ""geyser"", ""kettle"", ""tv"", ""laptop"", ""iron"", ""vacuum"", ""hair_dryer"", ""pump"", ""desktop"", ""cfl_lights"", ""tube_lights""]","{""history"": [], ""num_cfl"": 1, ""num_led"": 7, ""pump_hp"": ""2.0"", ""tv_size"": ""43"", ""tv_type"": ""lcd"", ""fan_type"": ""standard"", ""num_fans"": 2, ""num_tube"": 1, ""tv_hours"": 1, ""tv_sound"": false, ""tv_watts"": 84, ""iron_hours"": 0.107, ""pump_hours"": 0.25, ""pump_watts"": 1492, ""fans _hours"": 20, ""mixer_hours"": 0.25, ""geyser_hours"": 0.25, ""geyser_watts"": 2000, ""pump_pattern"": ""minimal"", ""iron_duration"": ""15"", ""laptop _hours"": 2, ""pump_category"": ""Minimal"", ""toaster_hours"": 0.012, ""desktop _hours"": 10, ""iron_frequency"": ""2-3"", ""mixer_duration"": ""15"", ""pump_avg_hours"": 0.25, ""pump_max_hours"": 0.25, ""pump_min_hours"": 0.25, ""geyser_duration"": ""15"", ""mixer_frequency"": ""daily"", ""geyser_frequency"": ""daily"", ""hair_dryer_hours"": 0.036, ""led_lights_hours"": 7, ""toaster_duration"": ""5"", ""toaster_frequency"": ""weekly"", ""tube_lights_hours"": 12, ""coffee_maker_hours"": 0.107, ""hair_dryer_duration"": ""15"", ""food_processor_hours"": 0.036, ""hair_dryer_frequency"": ""weekly"", ""coffee_maker_duration"": ""15"", ""usage_mode_Television"": ""pattern"", ""coffee_maker_frequency"": ""2-3"", ""usage_mode_Ceiling Fan"": ""exact"", ""food_processor_duration"": ""15"", ""food_processor_frequency"": ""weekly"", ""usage_mode_Washing Machine"": ""exact""}",,app,2026-01-25 16:06:24.155,,,1,0.25,0.25,,0.107,,"{""metrics"": {""model"": ""Hybrid AI-Physics"", ""accuracy"": ""High Accuracy"", ""confidence"": ""98.2""}, ""rawTotal"": 236.8, ""anomalies"": {}, ""breakdown"": [{""id"": ""system_overhead"", ""kwh"": 22.119999999999994, ""cost"": 0, ""name"": ""System & Unaccounted Load"", ""percentage"": 7.373333333333331, ""uncertainty"": 0}, {""id"": ""washing_machine"", ""kwh"": 17.236993604761604, ""cost"": 0, ""name"": ""Washing Machine"", ""percentage"": 5.745664534920534, ""uncertainty"": 1.276993604761603}, {""id"": ""ceiling_fan"", ""kwh"": 11.935381256916113, ""cost"": 0, ""name"": ""Ceiling Fans"", ""percentage"": 3.978460418972038, ""uncertainty"": 6.935381256916113}, {""id"": ""led_light"", ""kwh"": 11.935381256916113, ""cost"": 0, ""name"": ""Led Light"", ""percentage"": 3.978460418972038, ""uncertainty"": 6.935381256916113}, {""id"": ""toaster"", ""kwh"": 11.935381256916113, ""cost"": 0, ""name"": ""Toaster"", ""percentage"": 3.978460418972038, ""uncertainty"": 6.935381256916113}, {""id"": ""coffee_maker"", ""kwh"": 11.935381256916113, ""cost"": 0, ""name"": ""Coffee Maker"", ""percentage"": 3.978460418972038, ""uncertainty"": 6.935381256916113}, {""id"": ""food_processor"", ""kwh"": 11.935381256916113, ""cost"": 0, ""name"": ""Food Processor"", ""percentage"": 3.978460418972038, ""uncertainty"": 6.935381256916113}, {""id"": ""rice_cooker"", ""kwh"": 11.935381256916113, ""cost"": 0, ""name"": ""Rice Cooker"", ""percentage"": 3.978460418972038, ""uncertainty"": 6.935381256916113}, {""id"": ""ac"", ""kwh"": 11.935381256916113, ""cost"": 0, ""name"": ""Air Conditioner"", ""percentage"": 3.978460418972038, ""uncertainty"": 6.935381256916113}, {""id"": ""microwave"", ""kwh"": 11.935381256916113, ""cost"": 0, ""name"": ""Microwave"", ""percentage"": 3.978460418972038, ""uncertainty"": 6.935381256916113}, {""id"": ""induction"", ""kwh"": 11.935381256916113, ""cost"": 0, ""name"": ""Induction"", ""percentage"": 3.978460418972038, ""uncertainty"": 6.935381256916113}, {""id"": ""fridge"", ""kwh"": 11.935381256916113, ""cost"": 0, ""name"": ""Refrigerator"", ""percentage"": 3.978460418972038, ""uncertainty"": 6.935381256916113}, {""id"": ""water_heater"", ""kwh"": 11.935381256916113, ""cost"": 0, ""name"": ""Water Heater"", ""percentage"": 3.978460418972038, ""uncertainty"": 6.935381256916113}, {""id"": ""kettle"", ""kwh"": 11.935381256916113, ""cost"": 0, ""name"": ""Kettle"", ""percentage"": 3.978460418972038, ""uncertainty"": 6.935381256916113}, {""id"": ""television"", ""kwh"": 11.935381256916113, ""cost"": 0, ""name"": ""Television"", ""percentage"": 3.978460418972038, ""uncertainty"": 6.935381256916113}, {""id"": ""laptop"", ""kwh"": 11.935381256916113, ""cost"": 0, ""name"": ""Laptop"", ""percentage"": 3.978460418972038, ""uncertainty"": 6.935381256916113}, {""id"": ""hair_dryer"", ""kwh"": 11.935381256916113, ""cost"": 0, ""name"": ""Hair Dryer"", ""percentage"": 3.978460418972038, ""uncertainty"": 6.935381256916113}, {""id"": ""water_pump"", ""kwh"": 11.935381256916113, ""cost"": 0, ""name"": ""Water Pump"", ""percentage"": 3.978460418972038, ""uncertainty"": 6.935381256916113}, {""id"": ""desktop"", ""kwh"": 11.935381256916113, ""cost"": 0, ""name"": ""Desktop"", ""percentage"": 3.978460418972038, ""uncertainty"": 6.935381256916113}, {""id"": ""cfl_bulb"", ""kwh"": 11.935381256916113, ""cost"": 0, ""name"": ""Cfl Bulb"", ""percentage"": 3.978460418972038, ""uncertainty"": 6.935381256916113}, {""id"": ""tube_light"", ""kwh"": 11.935381256916106, ""cost"": 0, ""name"": ""Tube Light"", ""percentage"": 3.978460418972035, ""uncertainty"": 6.935381256916107}, {""id"": ""vacuum"", ""kwh"": 11.54830500553289, ""cost"": 0, ""name"": ""Vacuum"", ""percentage"": 3.8494350018442964, ""uncertainty"": 6.548305005532891}, {""id"": ""mixer_grinder"", ""kwh"": 11.161228754149668, ""cost"": 0, ""name"": ""Mixer Grinder"", ""percentage"": 3.720409584716556, ""uncertainty"": 6.161228754149668}, {""id"": ""iron"", ""kwh"": 11.161228754149668, ""cost"": 0, ""name"": ""Iron"", ""percentage"": 3.720409584716556, ""uncertainty"": 6.161228754149668}], ""totalUsage"": 300, ""predictions"": {""ac"": 10, ""iron"": 10, ""fridge"": 10, ""kettle"": 10, ""laptop"": 10, ""vacuum"": 10, ""desktop"": 10, ""toaster"": 10, ""cfl_bulb"": 10, ""induction"": 10, ""led_light"": 10, ""microwave"": 10, ""hair_dryer"": 10, ""television"": 10, ""tube_light"": 10, ""water_pump"": 10, ""ceiling_fan"": 10, ""rice_cooker"": 10, ""coffee_maker"": 10, ""water_heater"": 10, ""mixer_grinder"": 10, ""food_processor"": 10, ""washing_machine"": 16.8}, ""billEstimate"": 0, ""uncertainties"": {""ac"": 5, ""iron"": 5, ""fridge"": 5, ""kettle"": 5, ""laptop"": 5, ""vacuum"": 5, ""desktop"": 5, ""toaster"": 5, ""cfl_bulb"": 5, ""induction"": 5, ""led_light"": 5, ""microwave"": 5, ""hair_dryer"": 5, ""television"": 5, ""tube_light"": 5, ""water_pump"": 5, ""ceiling_fan"": 5, ""rice_cooker"": 5, ""coffee_maker"": 5, ""water_heater"": 5, ""mixer_grinder"": 5, ""food_processor"": 5, ""washing_machine"": 0.8400000000000001}}",
